,fluxes
12DGR140tipp,-7.102653328810168e-09
13PPDH,-4.0623957933030314e-16
1P2CBXLCYCL,-1.525754542816759e-08
1P2CBXLR,2.1710608197995956e-07
23CTI1,5.0357345288108746e-09
23CTI2,0.3501613299722168
23CTI3,-6.548320220519431e-15
24DECOAR,4.0519105920264525e-14
25DKGLCNt2rpp,2.4236712003408508e-08
25DKGLCNtex,2.423670782524434e-08
26DAHtex,1.9720264173436953e-08
2AGPA120tipp,1.1458912989221022e-09
2AGPA141tipp,2.9524185002737823e-09
2AGPA160tipp,6.70099727545029e-09
2AGPA161tipp,9.624659660969052e-10
2AGPA181tipp,-9.656294834361108e-09
2AGPE120tipp,-1.1893087699888795e-08
2AGPE141tipp,-1.1185473267391272e-08
2AGPE160tipp,-3.015465930780585e-09
2AGPE161tipp,-1.3652374322796688e-08
2AGPE180tipp,-5.942039895371891e-09
2AGPE181tipp,-8.32904646061533e-09
2AGPEAT120,-1.037431367808489e-08
2AGPEAT141,-8.598731670985393e-09
2AGPEAT160,-1.77571474863354e-08
2AGPEAT161,3.48548235132453e-09
2AGPEAT180,-1.5353597926180355e-08
2AGPEAT181,-7.504703338246783e-09
2AGPG120tipp,-9.521217765739095e-09
2AGPG140tipp,-1.3175705665381886e-08
2AGPG141tipp,-8.75989418265121e-09
2AGPG160tipp,7.10959041636991e-10
2AGPG161tipp,-9.637912829253134e-09
2AGPG180tipp,-6.118326492806955e-09
2AGPG181tipp,-4.023905307627064e-09
2AGPGAT120,-1.3128627102410608e-08
2AGPGAT140,-1.3175704330855215e-08
2AGPGAT141,-1.2097579908086409e-08
2AGPGAT160,-9.655117589665816e-09
2AGPGAT161,-1.292267930374623e-08
2AGPGAT180,-1.1853441992884332e-08
2AGPGAT181,-1.1003193669567087e-08
2DDARAA,4.5240856797438266e-15
2DGULRx,2.4236707911401965e-08
2DHGLCK,1.3898318226089032e-08
2DHGLCNkt_tpp,1.3898318133292725e-08
2DHGLCNtex,2.185538793197624e-08
2HH24DDH,-9.117716957240795e-12
2HH24DDH1,4.9593635349274634e-11
2INSD,-1.8507398071824803e-09
2PGLYCt6,-1.571025850445943e-08
34DHPACDO,-1.683587978746236e-09
34HPPOR,3.8959905632143485e-09
34dhpactex,-1.0423459178742619e-10
3AMACHYD,7.609504176520401e-09
3HBCOAHL,2.9402809659569923e-09
3HCINNMH,5.793979700532314e-09
3HPPPNH,-7.451367028955593e-09
3HPTNCOAR,6.8458448812153145
3HSA,-1.371403290564122e-13
3M2OPLOXRD,1.0210742060047316e-07
3MBt2pp,-3.7814375288471696e-10
3MBt4pp,1.838383481698279e-08
3MBtex,1.800568694749296e-08
3OADPCOAT,-1.5231066486612964e-08
3OXCOAT,4.0991201850543086e-08
3PEPTabcpp,1.1143087412780834e-08
3PEPTtex,2.5964289594286614e-08
3SALATAi,-0.14126690074792972
3_4DHBZ1t_pp,1.938434557539491e-08
3_4DHBZt2,1.9384344255207325e-08
42A12BOOXpp,1.042366168905869e-10
4ABUTD,-2.044788145113779
4ABUTabcpp,-2.068295072812338e-08
4ABZGLUH,1.8775491405917282e-08
4ABZGLUtex,1.8775483001896926e-08
4ABZGLUtr,1.8775480485386998e-08
4CMLCL_kt,-2.3241693277167805e-09
4H2KPILY,-9.115936990349072e-12
4HALDD,1.7754292943530517e-09
4HBADH,-4.18271698235627e-08
4HBAt,-1.8993169905197794e-08
4HBCOAH,-1.0641945414547079e-08
4HBHYOX,-2.2051531143409508e-08
4HBZtex,1.9895522060959854e-08
4HOXPACMOF,2.535003005197422e-09
4HOXPACMOF_1,6.21334634637592e-10
4HOXPACMON,-2.3049439977860115e-09
4HOXPACt2pp_1,-1.6835759175519256e-09
4HPRO_LT_Et,1.84996156968156e-08
4HPTNCOAK,-9.484702416004631e-09
4HPTNCOAL,-1.4555139039795945e-08
4HPTNtex,-1.4555130391874582e-08
4HPTNtpp,-1.4555130578188987e-08
4OXPTCOADHx,4.817031116789518e-09
4OXPTCOADHy,2.5338507489891524e-10
4OXPTNtex,5.070433251698167e-09
4OXPTNtpp,5.070431952505236e-09
4PCPpp,4.3715396157969824e-10
4PEPTabcpp,-1.150148630283613e-08
4POPCOAM,-9.484694100386062e-09
4POPCOAM2,-9.484712564408772e-09
4POPCOAM3,-9.48467616997897e-09
4hoxpactex,-1.6835687892589886e-09
5DGLCNR,2.0006515227629292e-07
5DH4DGLCD,-2.278427660841659e-08
5DKGR,1.7582844739152175e-07
5DOAN,-1.2253538998842768e-08
6HNACMO,-2.0312723883749697e-08
A24T,3.117218033267335e-08
A4HBCT,-1.0641953652425406e-08
AAAN,1.0792238335537565e-09
AABTN,-1.1857810088930803e-08
AACLAM,8.527884332810617e-08
AACOAR_syn,-7.135911059598534
AACOAT,1.0484821080558106e-10
AACPS1,-1.485795062790509e-08
AACPS2,-1.0248500171226948e-08
AACPS3,7.107717458834826e-09
AACPS4,-9.334860568118916e-09
AACPS5,-7.002704245136177e-09
AACPS6,-6.076451462657124e-09
AACPS7,-1.0946960855258172e-08
AACPS8,-1.502670215296599e-08
AACPS9,-1.5026702548496285e-08
AACT,-1.8362343384686016e-07
AACTOOR,-1.1527010781220618e-08
AADa,-18.676211414998242
AADb,-18.67621141499824
AALDCDLsi,-2.3353004571204555e-08
AALDH,-1.9385000599728703e-08
AASAD3,1.8362341496157252e-07
AATA,-1.8362341505015798e-07
ABG4t2,0.0
ABTA,3.5053070541120155e-08
ABTt,1.391509276410262e-14
ABUTD,2.0447882148473284
ABUTt2pp,4.4940372131779537e-08
ABUTt2r,4.562024552159174e-09
ACACCT,7.4261629948373256e-09
ACACT1r,60.48025782001397
ACACT2r,1.234458014207461e-07
ACACT3r,1.0163236010769206e-07
ACACT4r,8.659661912814581e-08
ACACT5r,7.735496654802631e-08
ACACT6r,0.3501613841169879
ACACT7r,2.6114745623149456
ACACT8r,-0.35016134751790284
ACAC_Et,-60.48025762938221
ACACt2pp,-4.811619737110974e-09
ACACtex,-4.811619736606301e-09
ACALD,-25.064863608530104
ACALDt,-25.06486338098726
ACCOAC,2.4259208009304514e-08
ACCOAL,2.7977183906030363
ACGAMK,1.8278941880331734e-08
ACGAMPM,1.638986600926553e-09
ACGApts,8.90249524579149e-09
ACGAptspp,1.0359953052045431e-08
ACGAtex,1.035995369893844e-08
ACGK,-2.090570181742923e-08
ACGS,-1.1507702965281397e-08
ACHBS,-2.7093768120528696e-09
ACKr,4.986491766712462
ACLS,-1.8136279402364487e-08
ACLS_a,-1.5648451862033752e-08
ACLS_d,-9.564738465216775e-08
ACLSb,2.332164985097853e-07
ACM6PH,1.8278942108840027e-08
ACMANApts,0.0
ACNAMt2pp,2.3579436199376665e-08
ACNAMtex,2.3579436416058662e-08
ACNML,2.3579434874278693e-08
ACOAD1,0.3849861771348683
ACOAD10f,-5.577746956207169e-15
ACOAD14f,-3.4886281932069507e-15
ACOAD15f,2.2360990959496047e-15
ACOAD16f,4.15107289790205e-14
ACOAD17f,3.348010399352547e-14
ACOAD18f,3.848160692416904e-14
ACOAD1f,13.232858101955193
ACOAD1fr,12.847871905794923
ACOAD2,-12.33920609005625
ACOAD20,-2.225039418728844e-08
ACOAD22f,-1.2352979259325585e-08
ACOAD23f,2.2613131892276486
ACOAD26f,0.3501613299721488
ACOAD27f,0.3501613299721194
ACOAD28f,0.3501613299721986
ACOAD29f,-1.9960604951566975e-14
ACOAD2f,-12.339206213501987
ACOAD3,12.339206054839979
ACOAD30f,-2.0674332063894838e-14
ACOAD31f,-1.8552733042953518e-14
ACOAD32f,-7.971471856950232e-14
ACOAD33f,3.3799209115377046e-15
ACOAD34f,4.8536473682291936e-14
ACOAD3f,-12.339206156472327
ACOAD4_1,-1.9908528063634504e-14
ACOAD4f,-9.1632385246666e-08
ACOAD5_1,1.3886040295441198e-14
ACOAD5f,-0.35016140732719725
ACOAD6,11.468714627318578
ACOAD6f,-14.080189200663161
ACOAD7,2.023901218138708
ACOAD7f,-28.979689873512
ACOAD8f,1.3261842170698221e-08
ACOADH1,1.3450165615962594e-07
ACOADH2,-2.17784439283252e-08
ACOAM,8.52788119874025e-08
ACODA,-1.1507697943579341e-08
ACONCt4pp,8.102578226226365e-10
ACONCtex,1.7546668096446263e-08
ACONCtupp,1.6736405251795603e-08
ACONT,26.02919136913682
ACONTa,9.962719228923563
ACONTb,9.962719246470227
ACOTA,2.090569759165867e-08
ACOXT,-1.867923255380676e-08
ACP1_FMN,-1.2217666807409158e-08
ACPPAT120,2.391652105926378e-08
ACPPAT141,2.437082993432676e-08
ACPPAT160,3.309777281924276e-08
ACPPAT161,2.489019317189925e-08
ACPPAT180,1.790553838785245e-08
ACPPAT181,1.746273655591359e-08
ACPS1,-1.8008844173421118e-08
ACPS1_1,2.100591847315626e-08
ACPpds,2.997084458732043e-09
ACS,13.689719358873639
ACS2,24.60560663685764
ACSPHAC100,-1.5079159922583492e-08
ACSPHAC101,-1.5079163999055537e-08
ACSPHAC120,-1.5079131886286007e-08
ACSPHAC121,-1.1548358617827306e-08
ACSPHAC121d6,-1.5079167531291628e-08
ACSPHAC140,-1.5079169389346496e-08
ACSPHAC141,-1.5079149167739182e-08
ACSPHAC141d5,-1.5079153717792787e-08
ACSPHAC142,-1.507917075649635e-08
ACSPHAC160,-1.507916589232846e-08
ACSPHAC40,1.3036533124656687e-09
ACSPHAC50,-1.5079147074116276e-08
ACSPHAC60,-1.5079143819158835e-08
ACSPHAC70,-1.5079161670451913e-08
ACSPHAC80,-1.5079159962563645e-08
ACSPHAC90,-1.507914741357566e-08
ACSPHACP100,-1.5079145573525005e-08
ACSPHACP40,-1.5079161119795695e-08
ACSPHACP50,-1.5079147289394556e-08
ACSPHACP60,-1.5079155449791236e-08
ACSPHACP70,-1.5079138919226717e-08
ACSPHACP80,-1.5079128578107573e-08
ACSPHACP90,-1.507915604624258e-08
ACSPHACT40,-1.5079173655378046e-08
ACSPHACT60,-1.5079177504554636e-08
ACTD,5.696726224670414e-07
ACTD2,-1.0306740109402585e-09
ACTD_1,10.943403833218426
ACTDa,10.943403262466582
ACTNabc,-2.173071929790641e-08
ACTNabc1,-1.962085062474589e-08
ACYP_2,-2.0943046958207847e-08
ACYSBMNt,-1.9019576074948554e-08
ACt2rpp,-2.1782906614289096e-08
ACt4pp,-2.112673076693506e-08
ACt5pp,-2.263489143591146e-08
ACtex,-6.554452974918019e-08
ADA,2.7086429001648703e-08
ADADir,-1.4087834988502096e-08
ADCL,-1.8788455168392944e-08
ADCPS1,-2.0843188451187773e-08
ADCPS2,-1.0586471029863636e-08
ADCS,-1.8788445402607395e-08
ADD,1.0172871541883368e-10
ADK1,-13.63558273230739
ADK2,13.635582790500242
ADK4,2.0832392093195045e-08
ADMDC,-1.9462080119702446e-08
ADNCYC,-6.371949993556742e-10
ADNK1,-1.1803643682145737e-08
ADNK3,-2.0990599361257574e-08
ADNK4,-1.1811936780123897e-08
ADNUC,-4.9929671927229786e-09
ADNt2,0.0
ADOCBIAH,-3.1429646624898064e-08
ADOCBIK,169.66527287312257
ADPGLC,-1.2360054478523427e-08
ADPRDP,-4.061816192820006e-09
ADPRDP_1,-4.782197437601893e-09
ADPT,-1.7098363935742743e-08
ADSELK,-1.4385273243555771e-08
ADSELR,-1.4385272561543687e-08
ADSK,-1.2949853915745884e-08
ADSL1r,-2.228010137531151e-08
ADSL2r,-2.864877859006357e-09
ADSS,-2.228008471297491e-08
ADtr,0.0
AEPPYRTA,-1.302511957738713e-08
AEPabcpp,-1.302512025583771e-08
AEPtex,-1.3025116190959357e-08
AGDC,7.51855838633511e-08
AGM3PA,7.40468047875973e-09
AGM3PApp,-1.525835500314327e-08
AGM3PH,7.4046812738986674e-09
AGM3Pt2pp,1.4809362286271935e-08
AGM4PApp,-1.1064319926187114e-08
AGM4PCPpp,3.674807850527415e-08
AGM4PH,3.4695724848940785e-09
AGM4Pt2pp,3.469576105007398e-09
AGMDA,2.2510958629339695e-08
AGMH,7.404683496892162e-09
AGMtex,2.2510955561475993e-08
AGPAT120,3.2345237289225236e-09
AGPAT141,3.703380984939197e-09
AGPAT160,1.271689332768741e-08
AGPAT161,4.2472162513819295e-09
AGPAT180,-3.038223416990325e-09
AGPAT181,-3.5013539446529756e-09
AGPATr_BS,-5.191218617923814e-10
AGPR,2.0905702984989815e-08
AH6PI,-47.64946125616124
AHCYSNS,1.9611543142853308e-08
AHCi,-8.680070810834362e-09
AHGDx,-1.1933052998042102e-08
AHMMPS,-2.2834015582808318e-08
AHSERL2,-1.3436997172895947e-08
AI2abcpp,-1.4179986691451606e-08
AI2tpp,-1.4179987137623985e-08
AICART,-1.9413031361101693e-08
AIRC2,-1.986082956346447e-08
AIRC3,1.9860828911221435e-08
AIRCr,1.699596300014268e-08
AKGDH,-1.9708426308267252e-08
AKGDa,33.610893365114805
AKGDb,33.61089336511477
AKGt2r,3.4177230254610368e-09
AKGt2rpp,1.603249859757014e-08
AKGtex,1.6032497836384155e-08
AKP1,-2.2573725507996174e-08
ALAALAD,-2.0800447565528407e-08
ALAALAabcpp,-1.1230707144837677e-08
ALAALAr,-2.0511579453012633e-08
ALAD_L,2.2317099853393153e-06
ALAGLNtr,0.0
ALAGLUE,1.3716736972812866e-08
ALAGLUabcpp,2.260596886214227e-08
ALAGLYtr,0.0
ALAHISabcpp,2.6314060328737003e-08
ALAHIStex,2.6314067673081296e-08
ALAHIStr,0.0
ALALEUabcpp,2.3054181689827577e-08
ALALEUt,0.0
ALALEUtex,2.305418988276336e-08
ALAR,4.1166929719412065e-07
ALAS,-0.6016987144076568
ALATA_L2,3.551189417942155e-09
ALATHRabcpp,2.0429502610197584e-08
ALATHRtex,2.0429499054236185e-08
ALATHRtr,0.0
ALATRPabcpp,2.1864787737034518e-08
ALATRPtex,2.1864788223590565e-08
ALAabc,-2.0442646083582875e-08
ALAabcpp,-2.066492197728483e-08
ALAt2pp,4.8252652624654595e-08
ALAt2r,4.137126572543428e-09
ALAtex,2.7587731163267092e-08
ALCD1,-47.6494612709721
ALCD19,17.77274283568693
ALCD19y,-17.77274280826957
ALCD22_L,15.967229991839348
ALCD2ir,9.712468703203688
ALCD2x,-9.712467984612706
ALCD2y,19.424936687816388
ALCD4,2.1808807081781876e-15
ALDD1,-3.3067464886092003e-09
ALDD19xr,6.888642192772112e-08
ALDD20x,-6.552102723825346e-09
ALDD20y,-4.589600278080285e-09
ALDD2x,-2.0706284928788393e-08
ALDD2y,-2.0937001299193518e-08
ALDD3,-2.1399893266246224e-08
ALDD31,-2.3353002431375306e-08
ALDD31_1,0.0
ALDD3y,-2.1287664733543477e-08
ALDD4,-6.817556790338189e-09
ALDD4x,7.4341047189100354e-09
ALDD5,-8.855051398401643e-09
ALDD6,0.0
ALDH_1,-7.434102400243126e-09
ALGAC4,-4.954201702039149e-09
ALGE6,-4.954248493792303e-09
ALGSex7,-4.95424213402267e-09
ALKP,-1.757616307968181e-08
ALLTAHr,6.102817698406451e-08
ALLTAMH,1.6828789386674262e-07
ALLTN,1.4589046114242448e-07
ALLTNRA,8.958330951783294e-08
ALLTNt2rpp,2.467622183452089e-08
ALLTNtex,2.4676224064514523e-08
ALPHNH,-2.0630438181826525e-08
ALR2,15.9672299756137
ALR3,15.9672299756137
AM3PA,7.4046829952441e-09
AM4PA,3.4695739369714153e-09
AMALT1,0.0
AMALT2,2.448593081722457e-08
AMALT3,2.4485930483295016e-08
AMALT4,2.4485933746577295e-08
AMANAPEr,2.1004240167324736e-08
AMANK,2.1004239387031718e-08
AMAOTr,1.2403549153919132e-14
AMID2,-1.2664208635901894e-08
AMID4,0.0
AMID_1,0.0
AMMQLT8,-6.708493775490712e-09
AMMQT8,7.971749002867454e-09
AMMQT8_2,-1.265190092182401e-09
AMPEP1,7.674815890031644e-15
AMPEP10,1.356937691585997e-15
AMPEP11,0.0
AMPEP12,1.149768155513597e-15
AMPEP13,-1.5943423196579045e-15
AMPEP14,-3.799801737670353e-15
AMPEP15,0.0
AMPEP16,0.0
AMPEP17,0.0
AMPEP18,0.0
AMPEP2,2.2136090186560937e-15
AMPEP3,8.74621981183421e-15
AMPEP4,-5.082290444514004e-15
AMPEP5,7.547393232428627e-16
AMPEP6,-4.417578430864043e-15
AMPEP7,9.873999262276167e-16
AMPEP8,2.350770096616466e-15
AMPEP9,2.9469400703877244e-15
AMPTASEAH,2.6314055862235876e-08
AMPTASEAL,2.305418331116599e-08
AMPTASEAT,2.0429506673345347e-08
AMPTASEATRP,2.1864795286486542e-08
AMPTASECG,-1.6119100151639096e-08
AMPTASEGGLN,2.4350584989933395e-08
AMPTASEGGLU,2.1440138065715575e-08
AMPTASEGM,2.1659490000263106e-08
AMPTASEGS,1.8191188554976838e-08
AMPTASEHG,2.6209430484739017e-08
AMPTASEHH,2.6932351682276538e-08
AMPTASEPG,2.062180047175607e-08
ANDO1,1.4593808499260252e-08
ANDO2,7.3705501166563255e-09
ANHGMtex,2.6322684445848718e-08
ANHMK,1.827894139919818e-08
ANPRT,-1.956205175322754e-08
ANS,-1.0973894719191767e-08
ANS2,1.3376187237465042e-08
AOBUTDs,-9.405521119141786e-10
AOXSr,1.1312679221406324e-14
AP3S,-1.4699603575775593e-08
AP4AH,-1.2274402049756168e-08
AP4AS,-1.2274399778589212e-08
APAT_1,-20.220811652057446
APCt6,3.769154137824083e-08
APCtex,3.769154137927794e-08
APENTAMAH2,-2.4030138249916474e-08
APG3PAT120,2.3916520894665783e-08
APG3PAT141,2.4370819880670673e-08
APG3PAT160,3.3097770547173665e-08
APG3PAT161,2.489019031102323e-08
APG3PAT180,1.790553981038504e-08
APG3PAT181,1.7462740674081898e-08
APPLDHr,1.0586458133080558e-08
APRAUR,-8.334880899858775e-12
APRTO2,-1.1857806648094379e-08
APSR,1.2909106031552363e-08
APTNAT,-4.4824155690163595e-08
ARABR,-1.2946550747792774e-14
ARABRr,1.9798961150810937e-15
ARACHTA,2.610636981884063e-09
ARBT6Pt,1.380929070567544e-15
ARBTpts,0.0
ARBabcpp,-1.6086944207011807e-08
ARBt2r,0.0
ARBt3ipp,-1.608694305841605e-08
ARGAGMt7pp,-2.2510947902962796e-08
ARGDI_1,-6.849259028052201e-09
ARGDr,-4.252559582396764e-09
ARGN_1,2.939355989232087e-08
ARGR,2.21936200796077e-07
ARGSL,-1.4020900440500947e-08
ARGSS,-1.402091742667088e-08
ARGabc,-2.044691885941919e-08
ARGabcpp,2.2510959496864785e-08
ARGt2r,2.4154973510284932e-08
ARGt5r,2.1203364348091887e-08
ARUH,-2.2727297416444473e-07
ASAD,5.779004169876748e-08
ASCBPL,0.0
ASCBpts,0.0
ASNN,-4.074983173169251e-09
ASNN_1,-7.185360209720318e-09
ASNNpp,-3.3442328485846032e-09
ASNS1,-2.0715971346383287e-08
ASNS2,-1.811208521960546e-08
ASNabc,-2.008942811296301e-08
ASNt2r,1.1851510502890763e-08
ASNt2rpp,3.4123117900205296e-08
ASNtex,3.0778887583834804e-08
ASO3t2pp,1.1101785152966266e-08
ASO3t4pp,5.2803879530457975e-08
ASO3t8pp,-2.0856389129068124e-08
ASO3tex,-4.304926825373649e-08
ASO3tex_1,-2.161566157409355e-08
ASO4rt2rpp,3.4788006337901886e-08
ASO4t4pp,1.3354394927306994e-08
ASO4tex,2.1433601042364376e-08
ASP1DC,-2.1573244736558942e-08
ASP3H,-2.4457738234475894e-08
ASPA2,0.1412669007479299
ASPCT,-2.157450746466312e-08
ASPK,-5.7790000358168196e-08
ASPO1,-1.3984268615629048e-08
ASPO5,-3.100937889293055e-09
ASPO6,-1.7249290678063553e-08
ASPT,0.32512312596752563
ASPTA,-0.32512287043117544
ASPabc,-2.0304080275556524e-08
ASPabcpp,-1.983434727606971e-08
ASPt2_2pp,-9.043681151030189e-09
ASPt2pp,1.661851464802252e-08
ASPt2r,2.222744396000965e-09
ASPtex,-8.915276704867034e-09
ASR,-1.0956183768633691e-08
ASR2,3.2389785505321005e-08
ATAH_1,-8.342560758406372e-08
ATPHs,-1.5655358481145497e-08
ATPPRT,-1.6548178895053466e-08
ATPS4rpp,291.2808309857928
AT_MBD2,-1.839065203003153e-08
BALAt2pp,-1.5498552933051735e-08
BALAt2r,-1.7727587415222544e-08
BALAtex,-1.5498550265988804e-08
BCOALIG,1.6776004952016072e-08
BCOALIG2,1.6770626436185815e-08
BCT1_syn,-2.4859741550877657e-08
BDH,4.946725586467065e-09
BEF,-3.2450270072017444e-09
BETALDHx,1.3026248819149562e-09
BETALDHy,5.136222774788904e-09
BGLA,-2.553300428112143e-16
BG_CELLB,0.0
BKDA2,1.8390655393918434e-08
BKDC1,1.0210743330945983e-07
BMNMSHS,-1.901957733996293e-08
BMNt,1.9019570722736745e-08
BPNT,-9.7994521405245e-09
BPNT2,-1.4538600953944506e-08
BSCT,2.0908400178273264e-08
BTDD_RR,-2.5065131674862395e-15
BTNTe,-2.0809637880639832e-08
BTNt,-2.0809673717190434e-08
BTS,-1.9600137477500128e-07
BTS2,-1.0112475314834969e-08
BTS3r,9.407171081953603e-09
BTS_nadph,1.9600137923531532e-07
BUPN,3.600931189332124e-08
BUTCT,-1.9202236695374436e-08
BUTSO3abcpp,-6.81755781739497e-09
BUTSO3tex,-6.81756259130998e-09
BUTSabc,0.0
BUTt2rpp,-9.590097850424574e-09
BUTt4pp,-2.7945749200620483e-09
BUTtex,-1.2384669480190514e-08
BZ12DOX,-1.1257369946698946e-08
BZALCt2pp,-2.0473718218244962e-08
BZALCtex,2.047371883388939e-08
BZALDH,-2.047372278888203e-08
